cnag_id	organism	gene_product	transcript_product	location	length	sequence_SO	SO	is_pseudo	variant
>CNAG_00867-t26_2	Cryptococcus_neoformans_var._grubii_H99	myo-inositol transporter, putative	myo-inositol transporter, putative	CP003824.1:1782265-1784468(-)	2193	chromosome	protein_coding	FALSE	t26_2
>CNAG_00867-t26_3	Cryptococcus_neoformans_var._grubii_H99	myo-inositol transporter, putative	myo-inositol transporter, putative	CP003824.1:1782265-1784468(-)	2250	chromosome	protein_coding	FALSE	t26_3
>CNAG_00868-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1781286-1781742(-)	219	chromosome	protein_coding	FALSE	t26_1
>CNAG_00869-t26_1	Cryptococcus_neoformans_var._grubii_H99	ATP-binding cassette transporter	ATP-binding cassette transporter	CP003824.1:1775551-1780923(-)	5023	chromosome	protein_coding	FALSE	t26_1
>CNAG_00870-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein	CP003824.1:1771379-1772152(-)	1863	chromosome	protein_coding	FALSE	t26_1
>CNAG_00870-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 1	CP003824.1:1771379-1772152(-)	2005	chromosome	protein_coding	FALSE	t26_2
>CNAG_00870-t26_3	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 2	CP003824.1:1771482-1772152(-)	2081	chromosome	protein_coding	FALSE	t26_3
>CNAG_00871-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1767017-1768854(+)	3180	chromosome	protein_coding	FALSE	t26_1
>CNAG_00871-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1767017-1768854(+)	3115	chromosome	protein_coding	FALSE	t26_2
>CNAG_00872-t26_1	Cryptococcus_neoformans_var._grubii_H99	ATP-dependent DNA helicase	ATP-dependent DNA helicase	CP003824.1:1761351-1765145(-)	5699	chromosome	protein_coding	FALSE	t26_1
>CNAG_00873-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1758587-1760982(+)	2710	chromosome	protein_coding	FALSE	t26_1
>CNAG_00874-t26_1	Cryptococcus_neoformans_var._grubii_H99	multisite-specific tRNA:(cytosine-C5)- methyltransferase	multisite-specific tRNA:(cytosine-C5)- methyltransferase	CP003824.1:1754745-1757296(-)	2569	chromosome	protein_coding	FALSE	t26_1
>CNAG_00875-t26_1	Cryptococcus_neoformans_var._grubii_H99	rab family protein	rab family protein	CP003824.1:1753243-1754063(-)	1070	chromosome	protein_coding	FALSE	t26_1
>CNAG_00876-t26_1	Cryptococcus_neoformans_var._grubii_H99	ferric-chelate reductase	ferric-chelate reductase	CP003824.1:1750261-1752501(-)	1948	chromosome	protein_coding	FALSE	t26_1
>CNAG_00877-t26_1	Cryptococcus_neoformans_var._grubii_H99	Adenylate kinase, adenylate kinase, variant	Adenylate kinase	CP003824.1:1748071-1749865(+)	1745	chromosome	protein_coding	FALSE	t26_1
>CNAG_00877-t26_2	Cryptococcus_neoformans_var._grubii_H99	Adenylate kinase, adenylate kinase, variant	adenylate kinase, variant	CP003824.1:1748071-1749865(+)	1505	chromosome	protein_coding	FALSE	t26_2
>CNAG_00878-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1747036-1747455(-)	1466	chromosome	protein_coding	FALSE	t26_1
>CNAG_00879-t26_1	Cryptococcus_neoformans_var._grubii_H99	Glutamate dehydrogenase	Glutamate dehydrogenase	CP003824.1:1742159-1746207(+)	3634	chromosome	protein_coding	FALSE	t26_1
>CNAG_00883-t26_1	Cryptococcus_neoformans_var._grubii_H99	Putative Zn2-Cys6 zinc-finger transcription factor	Putative Zn2-Cys6 zinc-finger transcription factor	CP003824.1:1733863-1736530(+)	2752	chromosome	protein_coding	FALSE	t26_1
>CNAG_00884-t26_1	Cryptococcus_neoformans_var._grubii_H99	exocyst complex component protein	exocyst complex component protein	CP003824.1:1729071-1732757(-)	3350	chromosome	protein_coding	FALSE	t26_1
>CNAG_00885-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1727984-1728496(+)	806	chromosome	protein_coding	FALSE	t26_1
>CNAG_00886-t26_1	Cryptococcus_neoformans_var._grubii_H99	Adenosylhomocysteinase	Adenosylhomocysteinase	CP003824.1:1725148-1726861(-)	1733	chromosome	protein_coding	FALSE	t26_1
>CNAG_00887-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1722653-1724587(-)	1880	chromosome	protein_coding	FALSE	t26_1
>CNAG_00888-t26_1	Cryptococcus_neoformans_var._grubii_H99	calcineurin subunit B	calcineurin subunit B	CP003824.1:1721038-1721946(+)	3360	chromosome	protein_coding	FALSE	t26_1
>CNAG_00889-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1718258-1720130(+)	2587	chromosome	protein_coding	FALSE	t26_1
>CNAG_00889-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1718258-1720130(+)	2575	chromosome	protein_coding	FALSE	t26_2
>CNAG_00890-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1714010-1716778(-)	3489	chromosome	protein_coding	FALSE	t26_1
>CNAG_00891-t26_1	Cryptococcus_neoformans_var._grubii_H99	ATP-binding cassette, subfamily F, member 2	ATP-binding cassette, subfamily F, member 2	CP003824.1:1711313-1713487(+)	2249	chromosome	protein_coding	FALSE	t26_1
>CNAG_00892-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1707812-1708695(-)	957	chromosome	protein_coding	FALSE	t26_1
>CNAG_00893-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1706387-1707351(+)	1320	chromosome	protein_coding	FALSE	t26_1
>CNAG_00893-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1706462-1707351(+)	1266	chromosome	protein_coding	FALSE	t26_2
>CNAG_00894-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1705377-1705847(-)	1871	chromosome	protein_coding	FALSE	t26_1
>CNAG_00895-t26_1	Cryptococcus_neoformans_var._grubii_H99	solute carrier family 39 (zinc transporter), member 1/2/3	solute carrier family 39 (zinc transporter), member 1/2/3	CP003824.1:1701697-1703029(+)	1512	chromosome	protein_coding	FALSE	t26_1
>CNAG_00896-t26_1	Cryptococcus_neoformans_var._grubii_H99	transcription factor	transcription factor	CP003824.1:1695713-1698361(-)	2581	chromosome	protein_coding	FALSE	t26_1
>CNAG_00897-t26_1	Cryptococcus_neoformans_var._grubii_H99	putative glucosidase	putative glucosidase	CP003824.1:1692233-1694502(-)	2640	chromosome	protein_coding	FALSE	t26_1
>CNAG_00898-t26_1	Cryptococcus_neoformans_var._grubii_H99	multidrug efflux pump	multidrug efflux pump	CP003824.1:1687797-1690107(-)	2129	chromosome	protein_coding	FALSE	t26_1
>CNAG_00899-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1684272-1686940(-)	2542	chromosome	protein_coding	FALSE	t26_1
>CNAG_00900-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1682422-1683219(+)	1486	chromosome	protein_coding	FALSE	t26_1
>CNAG_00901-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1680448-1682266(-)	1914	chromosome	protein_coding	FALSE	t26_1
>CNAG_00902-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1679627-1680259(+)	1637	chromosome	protein_coding	FALSE	t26_1
>CNAG_00903-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein	CP003824.1:1677157-1677636(+)	2744	chromosome	protein_coding	FALSE	t26_1
>CNAG_00903-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 1	CP003824.1:1676877-1677636(+)	2636	chromosome	protein_coding	FALSE	t26_2
>CNAG_00903-t26_3	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 2	CP003824.1:1676877-1677636(+)	2630	chromosome	protein_coding	FALSE	t26_3
>CNAG_00904-t26_1	Cryptococcus_neoformans_var._grubii_H99	aflatoxin efflux pump AFLT	aflatoxin efflux pump AFLT	CP003824.1:1673742-1675945(+)	2165	chromosome	protein_coding	FALSE	t26_1
>CNAG_00905-t26_1	Cryptococcus_neoformans_var._grubii_H99	MFS transporter	MFS transporter	CP003824.1:1670477-1672751(+)	2078	chromosome	protein_coding	FALSE	t26_1
>CNAG_00906-t26_1	Cryptococcus_neoformans_var._grubii_H99	nucleolar pre-ribosomal-associated protein 1, nucleolar pre-ribosomal-associated protein 1, variant	nucleolar pre-ribosomal-associated protein 1	CP003824.1:1663539-1670056(+)	5916	chromosome	protein_coding	FALSE	t26_1
>CNAG_00906-t26_2	Cryptococcus_neoformans_var._grubii_H99	nucleolar pre-ribosomal-associated protein 1, nucleolar pre-ribosomal-associated protein 1, variant	nucleolar pre-ribosomal-associated protein 1, variant	CP003824.1:1663539-1670056(+)	5913	chromosome	protein_coding	FALSE	t26_2
>CNAG_00907-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1662180-1662575(-)	1048	chromosome	protein_coding	FALSE	t26_1
>CNAG_00907-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1662180-1662575(-)	1120	chromosome	protein_coding	FALSE	t26_2
>CNAG_00908-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1660563-1661540(-)	897	chromosome	protein_coding	FALSE	t26_1
>CNAG_00909-t26_1	Cryptococcus_neoformans_var._grubii_H99	phosphopantothenoylcysteine decarboxylase	phosphopantothenoylcysteine decarboxylase	CP003824.1:1658811-1660309(+)	1405	chromosome	protein_coding	FALSE	t26_1
>CNAG_00911-t26_1	Cryptococcus_neoformans_var._grubii_H99	phytanoyl-CoA dioxygenase	phytanoyl-CoA dioxygenase	CP003824.1:1652743-1653852(+)	1273	chromosome	protein_coding	FALSE	t26_1
>CNAG_00914-t26_1	Cryptococcus_neoformans_var._grubii_H99	glucosidase	glucosidase	CP003824.1:1642229-1644317(+)	2663	chromosome	protein_coding	FALSE	t26_1
>CNAG_00915-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1639573-1640862(-)	2415	chromosome	protein_coding	FALSE	t26_1
>CNAG_00915-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1639675-1640862(-)	2517	chromosome	protein_coding	FALSE	t26_2
>CNAG_00916-t26_1	Cryptococcus_neoformans_var._grubii_H99	transcription factor	transcription factor	CP003824.1:1636955-1638989(+)	2541	chromosome	protein_coding	FALSE	t26_1
>CNAG_00917-t26_1	Cryptococcus_neoformans_var._grubii_H99	alkylbase DNA N-glycosylase	alkylbase DNA N-glycosylase	CP003824.1:1634277-1636601(+)	2459	chromosome	protein_coding	FALSE	t26_1
>CNAG_00919-t26_1	Cryptococcus_neoformans_var._grubii_H99	carboxypeptidase D	carboxypeptidase D	CP003824.1:1629021-1630979(-)	3022	chromosome	protein_coding	FALSE	t26_1
>CNAG_00920-t26_1	Cryptococcus_neoformans_var._grubii_H99	YjeF family protein	YjeF family protein	CP003824.1:1626686-1627768(-)	1627	chromosome	protein_coding	FALSE	t26_1
>CNAG_00921-t26_1	Cryptococcus_neoformans_var._grubii_H99	glutathione transferase	glutathione transferase	CP003824.1:1625264-1626390(+)	908	chromosome	protein_coding	FALSE	t26_1
>CNAG_00922-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1622401-1624458(-)	2229	chromosome	protein_coding	FALSE	t26_1
>CNAG_00923-t26_1	Cryptococcus_neoformans_var._grubii_H99	membrane protein	membrane protein	CP003824.1:1617825-1622003(+)	3818	chromosome	protein_coding	FALSE	t26_1
>CNAG_00924-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1616328-1616687(+)	360	chromosome	protein_coding	FALSE	t26_1
>CNAG_00925-t26_1	Cryptococcus_neoformans_var._grubii_H99	Identified spore protein 7	Identified spore protein 7	CP003824.1:1614657-1615354(-)	2725	chromosome	protein_coding	FALSE	t26_1
>CNAG_00925-t26_2	Cryptococcus_neoformans_var._grubii_H99	Identified spore protein 7	Identified spore protein 7	CP003824.1:1614657-1615354(-)	2736	chromosome	protein_coding	FALSE	t26_2
>CNAG_00926-t26_1	Cryptococcus_neoformans_var._grubii_H99	alpha-1,3/alpha-1,6-mannosyltransferase	alpha-1,3/alpha-1,6-mannosyltransferase	CP003824.1:1612480-1614126(-)	1596	chromosome	protein_coding	FALSE	t26_1
>CNAG_00927-t26_1	Cryptococcus_neoformans_var._grubii_H99	guanyl nucleotide binding protein	guanyl nucleotide binding protein	CP003824.1:1610777-1612244(+)	1531	chromosome	protein_coding	FALSE	t26_1
>CNAG_00928-t26_1	Cryptococcus_neoformans_var._grubii_H99	peptidase	peptidase	CP003824.1:1605317-1610629(-)	4694	chromosome	protein_coding	FALSE	t26_1
>CNAG_00929-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1604326-1605129(+)	3523	chromosome	protein_coding	FALSE	t26_1
>CNAG_00930-t26_1	Cryptococcus_neoformans_var._grubii_H99	Argininosuccinate synthase	Argininosuccinate synthase	CP003824.1:1601865-1603377(-)	1582	chromosome	protein_coding	FALSE	t26_1
>CNAG_00931-t26_1	Cryptococcus_neoformans_var._grubii_H99	protein transporter	protein transporter	CP003824.1:1600429-1601509(-)	749	chromosome	protein_coding	FALSE	t26_1
>CNAG_00932-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1599030-1600019(+)	1041	chromosome	protein_coding	FALSE	t26_1
>CNAG_00933-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1597911-1598758(-)	866	chromosome	protein_coding	FALSE	t26_1
>CNAG_00934-t26_1	Cryptococcus_neoformans_var._grubii_H99	Allantoinase	Allantoinase	CP003824.1:1595933-1597606(-)	1570	chromosome	protein_coding	FALSE	t26_1
>CNAG_00935-t26_1	Cryptococcus_neoformans_var._grubii_H99	DNA-binding protein	DNA-binding protein	CP003824.1:1594193-1595770(-)	1433	chromosome	protein_coding	FALSE	t26_1
>CNAG_00936-t26_1	Cryptococcus_neoformans_var._grubii_H99	lipid particle protein, lipid particle protein, variant	lipid particle protein, variant	CP003824.1:1591428-1593816(-)	1686	chromosome	protein_coding	FALSE	t26_1
>CNAG_00936-t26_2	Cryptococcus_neoformans_var._grubii_H99	lipid particle protein, lipid particle protein, variant	lipid particle protein	CP003824.1:1591428-1593816(-)	1689	chromosome	protein_coding	FALSE	t26_2
>CNAG_00937-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein	CP003824.1:1589474-1591345(+)	1932	chromosome	protein_coding	FALSE	t26_1
>CNAG_00937-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 1	CP003824.1:1589474-1591113(+)	1978	chromosome	protein_coding	FALSE	t26_2
>CNAG_00937-t26_3	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 2	CP003824.1:1589474-1591345(+)	1926	chromosome	protein_coding	FALSE	t26_3
>CNAG_00938-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1587848-1588748(-)	2876	chromosome	protein_coding	FALSE	t26_1
>CNAG_00939-t26_1	Cryptococcus_neoformans_var._grubii_H99	glucan 1,3-beta-glucosidase	glucan 1,3-beta-glucosidase	CP003824.1:1585852-1587671(+)	1236	chromosome	protein_coding	FALSE	t26_1
>CNAG_00940-t26_1	Cryptococcus_neoformans_var._grubii_H99	exosome complex exonuclease DIS3/RRP44	exosome complex exonuclease DIS3/RRP44	CP003824.1:1581510-1585029(+)	3181	chromosome	protein_coding	FALSE	t26_1
>CNAG_00941-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1580221-1580739(-)	447	chromosome	protein_coding	FALSE	t26_1
>CNAG_00960-t26_1	Cryptococcus_neoformans_var._grubii_H99	ATP-dependent RNA helicase DHX8/PRP22	ATP-dependent RNA helicase DHX8/PRP22	CP003824.1:1555453-1559791(+)	3946	chromosome	protein_coding	FALSE	t26_1
>CNAG_00961-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1553461-1554897(-)	1406	chromosome	protein_coding	FALSE	t26_1
>CNAG_00964-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1550144-1551875(-)	1535	chromosome	protein_coding	FALSE	t26_1
>CNAG_00966-t26_1	Cryptococcus_neoformans_var._grubii_H99	aromatic-L-amino-acid decarboxylase	aromatic-L-amino-acid decarboxylase	CP003824.1:1543933-1546232(-)	1908	chromosome	protein_coding	FALSE	t26_1
>CNAG_00967-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1541867-1542634(+)	1885	chromosome	protein_coding	FALSE	t26_1
>CNAG_00968-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1540456-1541665(-)	1086	chromosome	protein_coding	FALSE	t26_1
>CNAG_00968-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1540456-1541311(-)	1135	chromosome	protein_coding	FALSE	t26_2
>CNAG_00969-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1539446-1540378(+)	1750	chromosome	protein_coding	FALSE	t26_1
>CNAG_00970-t26_1	Cryptococcus_neoformans_var._grubii_H99	phosphatidate cytidylyltransferase	phosphatidate cytidylyltransferase	CP003824.1:1536613-1539150(+)	2179	chromosome	protein_coding	FALSE	t26_1
>CNAG_00971-t26_1	Cryptococcus_neoformans_var._grubii_H99	vacuolar fusion protein MON1	vacuolar fusion protein MON1	CP003824.1:1532590-1535021(-)	1914	chromosome	protein_coding	FALSE	t26_1
>CNAG_00972-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1531211-1532117(-)	987	chromosome	protein_coding	FALSE	t26_1
>CNAG_00973-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1530170-1531070(+)	1120	chromosome	protein_coding	FALSE	t26_1
>CNAG_00974-t26_1	Cryptococcus_neoformans_var._grubii_H99	beta-lactamase	beta-lactamase	CP003824.1:1528319-1529289(-)	968	chromosome	protein_coding	FALSE	t26_1
>CNAG_00975-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1525868-1527809(-)	2152	chromosome	protein_coding	FALSE	t26_1
>CNAG_00976-t26_1	Cryptococcus_neoformans_var._grubii_H99	carbamoyl-phosphate synthase, small subunit	carbamoyl-phosphate synthase, small subunit	CP003824.1:1523449-1524958(+)	1676	chromosome	protein_coding	FALSE	t26_1
>CNAG_00977-t26_1	Cryptococcus_neoformans_var._grubii_H99	VHS domain-containing protein	VHS domain-containing protein	CP003824.1:1520873-1522784(+)	1918	chromosome	protein_coding	FALSE	t26_1
>CNAG_00978-t26_1	Cryptococcus_neoformans_var._grubii_H99	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9	CP003824.1:1519054-1520492(-)	1477	chromosome	protein_coding	FALSE	t26_1
>CNAG_00979-t26_1	Cryptococcus_neoformans_var._grubii_H99	Copper uptake transporter	Copper uptake transporter	CP003824.1:1517917-1518715(+)	2246	chromosome	protein_coding	FALSE	t26_1
>CNAG_00979-t26_2	Cryptococcus_neoformans_var._grubii_H99	Copper uptake transporter	Copper uptake transporter	CP003824.1:1517917-1518715(+)	2305	chromosome	protein_coding	FALSE	t26_2
>CNAG_00979-t26_3	Cryptococcus_neoformans_var._grubii_H99	Copper uptake transporter	Copper uptake transporter	CP003824.1:1517917-1518715(+)	2240	chromosome	protein_coding	FALSE	t26_3
>CNAG_00979-t26_4	Cryptococcus_neoformans_var._grubii_H99	Copper uptake transporter	Copper uptake transporter	CP003824.1:1517917-1518715(+)	2268	chromosome	protein_coding	FALSE	t26_4
>CNAG_00980-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1514959-1516087(-)	689	chromosome	protein_coding	FALSE	t26_1
>CNAG_00981-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1512903-1514081(+)	1625	chromosome	protein_coding	FALSE	t26_1
>CNAG_00982-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1511379-1512466(+)	1415	chromosome	protein_coding	FALSE	t26_1
>CNAG_00983-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1507171-1511092(-)	3457	chromosome	protein_coding	FALSE	t26_1
>CNAG_00984-t26_1	Cryptococcus_neoformans_var._grubii_H99	glucose and ribitol dehydrogenase	glucose and ribitol dehydrogenase	CP003824.1:1505726-1506974(+)	1684	chromosome	protein_coding	FALSE	t26_1
>CNAG_00985-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1504529-1505349(-)	806	chromosome	protein_coding	FALSE	t26_1
>CNAG_00985-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1504784-1505349(-)	814	chromosome	protein_coding	FALSE	t26_2
>CNAG_00986-t26_1	Cryptococcus_neoformans_var._grubii_H99	adenylyltransferase and sulfurtransferase	adenylyltransferase and sulfurtransferase	CP003824.1:1502917-1504479(+)	1349	chromosome	protein_coding	FALSE	t26_1
>CNAG_00987-t26_1	Cryptococcus_neoformans_var._grubii_H99	prefoldin subunit	prefoldin subunit	CP003824.1:1501726-1502669(-)	1784	chromosome	protein_coding	FALSE	t26_1
>CNAG_00988-t26_1	Cryptococcus_neoformans_var._grubii_H99	importin subunit beta-1	importin subunit beta-1	CP003824.1:1495524-1498482(+)	3554	chromosome	protein_coding	FALSE	t26_1
>CNAG_00989-t26_1	Cryptococcus_neoformans_var._grubii_H99	ubiquitin carboxyl-terminal hydrolase L5	ubiquitin carboxyl-terminal hydrolase L5	CP003824.1:1493795-1495134(-)	1307	chromosome	protein_coding	FALSE	t26_1
>CNAG_00990-t26_1	Cryptococcus_neoformans_var._grubii_H99	F-type H -transporting ATPase subunit H, F-type H -transporting ATPase subunit H, variant	F-type H -transporting ATPase subunit H	CP003824.1:1492996-1493652(+)	1334	chromosome	protein_coding	FALSE	t26_1
>CNAG_00990-t26_2	Cryptococcus_neoformans_var._grubii_H99	F-type H -transporting ATPase subunit H, F-type H -transporting ATPase subunit H, variant	F-type H -transporting ATPase subunit H, variant	CP003824.1:1492996-1493652(+)	1279	chromosome	protein_coding	FALSE	t26_2
>CNAG_00991-t26_1	Cryptococcus_neoformans_var._grubii_H99	flap endonuclease 1	flap endonuclease 1	CP003824.1:1490922-1492657(-)	1490	chromosome	protein_coding	FALSE	t26_1
>CNAG_00992-t26_1	Cryptococcus_neoformans_var._grubii_H99	homocitrate synthase, mitochondrial	homocitrate synthase, mitochondrial	CP003824.1:1488718-1490613(-)	1844	chromosome	protein_coding	FALSE	t26_1
>CNAG_00993-t26_1	Cryptococcus_neoformans_var._grubii_H99	ubiquinone biosynthesis monooxygenase Coq7	ubiquinone biosynthesis monooxygenase Coq7	CP003824.1:1487594-1488456(+)	1361	chromosome	protein_coding	FALSE	t26_1
>CNAG_00994-t26_1	Cryptococcus_neoformans_var._grubii_H99	protein mago nashi	protein mago nashi	CP003824.1:1486082-1487174(+)	675	chromosome	protein_coding	FALSE	t26_1
>CNAG_00995-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1483234-1485546(+)	2316	chromosome	protein_coding	FALSE	t26_1
>CNAG_00995-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1483234-1485546(+)	2313	chromosome	protein_coding	FALSE	t26_2
>CNAG_00996-t26_1	Cryptococcus_neoformans_var._grubii_H99	dolichyl-phosphate-mannose-protein mannosyltransferase	dolichyl-phosphate-mannose-protein mannosyltransferase	CP003824.1:1479784-1482444(-)	2760	chromosome	protein_coding	FALSE	t26_1
>CNAG_00997-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1479063-1479616(+)	733	chromosome	protein_coding	FALSE	t26_1
>CNAG_00998-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003824.1:1473831-1478759(-)	5100	chromosome	protein_coding	FALSE	t26_1
>CNAG_00998-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003824.1:1473831-1478759(-)	5160	chromosome	protein_coding	FALSE	t26_2
>CNAG_00999-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1472184-1473276(-)	1222	chromosome	protein_coding	FALSE	t26_1
>CNAG_01000-t26_1	Cryptococcus_neoformans_var._grubii_H99	nuclear pore complex protein Nup155	nuclear pore complex protein Nup155	CP003824.1:1467127-1471980(+)	4318	chromosome	protein_coding	FALSE	t26_1
>CNAG_01001-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1464356-1466496(+)	3056	chromosome	protein_coding	FALSE	t26_1
>CNAG_01002-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003824.1:1460779-1462889(-)	2169	chromosome	protein_coding	FALSE	t26_1
>CNAG_01003-t26_1	Cryptococcus_neoformans_var._grubii_H99	NADPH-ferrihemoprotein reductase	NADPH-ferrihemoprotein reductase	CP003824.1:1458060-1460510(+)	2521	chromosome	protein_coding	FALSE	t26_1
